CÓDIGO,TÍTULO
7215450100094380,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PERFORADORA
7215450100094543,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BRAZO DE CARGA
7215450100094556,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EMBARCACION FLUVIAL
7215450100094559,SERVICIO DE MANTENIMIENTO DE BARCAZAS
7215450100094560,SERVICIO DE MANTENIMIENTO DE BARCAZAS CISTERNAS
7215450100094561,SERVICIO DE MANTENIMIENTO DE EMPUJADORES FLUVIALES
7215450100094573,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DRAGA
7215450100094709,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MONTACARGAS
7215450100094717,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE MONTACARGAS
7215450100231939,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA HIDRAULICO PARA TRACTOR ORUGA
7215450100231940,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MOTONIVELADORA
7215450100231941,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TRACTOR ORUGA
7215450100231942,SERVICIO DE MANTENIMIENTO CORRECTIVO DE RETROEXCAVADORA
7215450100231945,SERVICIO DE MANTENIMIENTO CORRECTIVO DE RODILLO LISO VIBRATORIO AUTOPROPULSADO
7215450100231946,SERVICIO DE MANTENIMIENTO CORRECTIVO DE RODILLO NEUMATICO AUTOPROPULSADO
7215450100231947,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CARGADOR FRONTAL
7215450100231949,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MOTONIVELADORA
7215450100231950,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EXCAVADORA HIDRAULICA
7215450100231951,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TRACTOR SOBRE RUEDAS
7215450100231952,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EXCAVADORA HIDRAULICA
7215450100231953,SERVICIO DE MANTENIMIENTO PREVENTIVO DE RETROEXCAVADORA
7215450100231954,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TRACTOR ORUGA
7215450100231970,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE PERFORADORA NEUMATICA
7215450100231971,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MEZCLADORA DE CONCRETO
7215450100231980,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MEZCLADORA DE CONCRETO
7215450100231982,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MAQUINA ARENADORA
7215450100232041,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LOCOMOTORA DE MANIOBRAS
7215450100269824,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PLANTA DE ASFALTO EN CALIENTE
7215450100288447,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA ELECTRICO DE CARGADOR FRONTAL
7215450100290286,SERVICIO DE MANTENIMIENTO PREVENTIVO DE RODILLO LISO VIBRATORIO AUTOPROPULSADO
7215450100298704,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PAVIMENTADORA
7215450100305563,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PLUMA ELEVADORA - GRUA PLUMA
7215450100305564,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE CAMION GRUA
7215450100331185,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE FAJA TRANSPORTADORA
7215450100336592,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TRACTOR  SOBRE RUEDAS
7215450100336593,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TURBO PARA TRACTOR NEUMATICO
7215450100337600,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMION GRUA
7215450100342139,SERVICIO DE MANTENIMIENTO CORRECTIVO DE DRAGA
7215450100361786,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CARGADOR FRONTAL
7215450100362846,SERVICIO DE CAMBIO DE CANTONERA PARA TRACTOR ORUGA
7215450100362847,SERVICIO DE CAMBIO DE CUCHILLA PARA TRACTOR ORUGA
7215450100364230,SERVICIO DE MANTENIMIENTO DE SISTEMA DE LUBRICACION DE MOTOR DE TRACTOR
7215450100364232,SERVICIO DE MANTENIMIENTO DE SISTEMA DE LUBRICACION DE MOTOR DE CARGADOR FONTAL
7215450100364234,SERVICIO DE MANTENIMIENTO DE SISTEMA ELECTRICO DE TRACTOR
7215450100367757,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PLANTA CHANCADORA
7215450100368821,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA DE BALDE
7215450100371343,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MINI CARGADOR FRONTAL
7215450100371344,SERVICIO DE MANTENIMIENTO CORRECTIVO DE APISONADOR VIBRATORIO
7215450100371345,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PLANCHA COMPACTADORA
7215450100388854,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PUENTE GRUA
7215450200230616,SERVICIO DE INSTALACION DE BARRAS DE SOPORTE MOVIL PARA GRUA
7215450200364769,SERVICIO DE FABRICACION DE PUENTE GRUA
7215450300232891,SERVICIO DE ALQUILER DE GRUA
7215450300232924,SERVICIO DE ALQUILER DE CAMION GRUA
7215460300230501,SERVICIO DE INSTALACION DE MODULOS DE CRIANZA DE CONEJOS
7215460400232093,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ACUARIOS
7215460400348111,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ACUARIOS
7299999900228265,SERVICIO DE CONSTRUCCION DE HITOS DE CONCRETO
7299999900392279,SERVICIO DE INSTALACION DE PANELES SOLARES
7310150500227341,SERVICIO DE FABRICACION DE CRISTALES Y RESINAS PARA MONTURA DE LENTES OFTALMICOS
7310150500360334,SERVICIO DE ELABORACION DE BLISTERS
7310150500371620,SERVICIO DE BISELADO BRILLANTE EN BORDES EXTERNOS DE LENTES OFTALMICOS
7310150500371621,SERVICIO DE BISELADO DE LENTES OFTALMICOS
7310150500371622,SERVICIO DE COLOREADO DE RESINAS OFTALMICAS
7310150500371623,SERVICIO DE DESCENTRADO DE LENTES OFTALMICOS
7310150500371624,SERVICIO DE ENDURECIDO QUIMICO DE CRISTAL OFTALMICO
7310150500371625,SERVICIO DE ENDURECIDO TERMICO DE CRISTAL  OFTALMICO
7310150500371626,SERVICIO DE FACETEADO DE CRISTAL
7310150500371627,SERVICIO DE FACETEADO DE RESINA
7310150500371628,SERVICIO DE PERFORADO DE RESINA
7310150500371629,SERVICIO DE PERFORADO DE POLICARBONATO
7310150500371630,SERVICIO DE DIOPTRIA PRISMATICA EN LENTES OFTALMICOS
7310150500371631,SERVICIO DE PROTECCION ULTRA VIOLETA DE RESINA
7310150500371632,SERVICIO DE RANURADO DE CANTO  DE LENTES OFTALMICOS
7310150500371633,SERVICIO DE REDUCCION DE DIAMETRO DE LENTES OFTALMICOS
7310150500371634,SERVICIO DE CAMBIO DE MONTURAS
7311150300254650,SERVICIO DE FABRICACION DE CARTEL DE MADERA
7311150400379732,SERVICIO DE CONFECCION DE CESTAS
7311150500230497,SERVICIO DE INSTALACION DE MESA DE TRABAJO EN SERVICIO DE LABORATORIO
7311150500254694,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMA DE USO HOSPITALARIO
7311150500255301,SERVICIO DE ENSAMBLAJE Y FIJACION DE MOBILIARIO DE MADERA EN CONSTRUCCION
7311150500356185,SERVICIO DE FABRICACION DE ESCRITORIO DE MELAMINA
7311150500356186,SERVICIO DE FABRICACION DE MESAS DE MELAMINA
7311150500356187,SERVICIO DE FABRICACION DE ARMARIO DE MELAMINA
7311150500356188,SERVICIO DE FABRICACION DE CREDENZA DE MELAMINA
7311150500356189,SERVICIO DE FABRICACION DE SILLAS
7311150500364472,SERVICIO DE FABRICACION DE MESAS Y SILLAS
7311160200094676,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PARABALAS DEL POLIGONO DE TIRO
7312150700337564,SERVICIO DE TRATAMIENTO Y ACABADO DE COSPELES
7312150800331395,SERVICIO DE TRANSFORMACION DE MATERIALES DE ALPACA A FLEJES LAMINADOS
7312150800331396,SERVICIO DE TRANSFORMACION DE MATERIALES DE LATON A FLEJES LAMINADOS
7312160100286690,SERVICIO DE CORTE DE ESTRUCTURAS METALICAS
7312160600310367,SERVICIO DE FUNDICION DE PIEZAS DE METAL
7312161400228267,SERVICIO DE EVALUACION DE FISURAS DE ESTRUCTURAS
7312180500230552,SERVICIO DE INSTALACION DE CAJAS DE CONCRETO PARA MEDIDORES DE AGUA Y VALVULAS
7312180500232079,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESTATUA DE GRANITO
7312180500232082,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESTATUA DE MARMOL
7313150600387123,SERVICIO DE FABRICACION DE FILTRANTES A BASE DE HOJA DE COCA Y HIERBAS AROMATICAS
7313150700310357,SERVICIO DE MOLIDO DE CAFE
7314160100389003,SERVICIO DE CONFECCION DE CORREAS DE CUERO RESISTENTE PARA ARMAMENTO MILITAR
7314170400232081,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ALFOMBRAS Y TAPIZONES
7314171000352382,SERVICIO DE CONFECCION DE CALZADO DE CUERO
7314171100258516,SERVICIO DE COSTURA Y ESTAMPADO DE MALETINES
7314171500229135,SERVICIO DE DISEÑO DE UNIFORMES
7314171500229136,SERVICIO DE DISEÑO DE PRENDAS TEXTILES
7314171500229144,SERVICIO DE CONFECCION DE VESTUARIO
7314171500286692,SERVICIO DE COSTURA Y BORDADO DE MALETINES
7314171500351481,SERVICIO DE CONFECCION DE BANDERITAS
7314171500367339,SERVICIO DE CONFECCION DE MALETIN
7314171500367747,SERVICIO DE CONFECCION DE MOCHILA
7314171500389476,SERVICIO DE CONFECCION DE FRAZADAS
7315150400255307,SERVICIO DE EVALUACION Y SEGUIMIENTO DE FABRICACION DE TARJETA ELECTRONICA
7315150600392479,SERVICIO DE ENSAMBLAJE DE GENERADOR
7315160100348043,SERVICIO DE MAQUILA DE CONSERVAS ENLATADAS
7315160600229172,SERVICIO DE EMBOLSADO
7315160600383265,SERVICIO DE ENFARDADO DE PRODUCTOS SECOS DE ORIGEN VEGETAL
7315160600392372,SERVICIO DE ENFARDELADO DE HOJA DE COCA PARA EXPORTACION
7315160700229138,SERVICIO DE EMBOTELLADO
7315160800232802,SERVICIO DE ALQUILER DE BOLILLOS NUMERADOS
7315170300228308,SERVICIO DE APLICACION DE REVESTIMIENTO INDUSTRIAL ANTICORROSIVO PLASTICO
7315170300228309,SERVICIO DE APLICACION DE REVESTIMIENTO INDUSTRIAL METALICO
7315180300230202,SERVICIO DE TROQUELADO Y CORTE
7315190400391800,SERVICIO DE IMPRESION DE DOCUMENTOS EN OFFSET A COLOR EN PAPEL BOND DE 75g/m2 DE 32 X 27 cm HORIZONTAL ENCUADERNADO
7315190400392964,SERVICIO DE IMPRESION DE MATERIALES DE DIFUSION
7315190500345424,SERVICIO DE IMPRESION EN BIOCUERO
7315190500362177,SERVICIO DE IMPRESION EN VIDRIO
7315190600226914,SERVICIO DE PIROGRABADO DE BIENES
7315190700232249,SERVICIO DE GRABACION Y COPIADO DE CD'S
7315210100094184,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EXTRACTOR DE POLVO
7315210100094185,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA DE EXTRACTORES DE GASES DE ABSORCION ATOMICA
7315210100094189,SERVICIO DE CALIBRACION DE PERFILADOR CTD
7315210100094198,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BOMBA DE PETROLEO PARA EMBARCACION
7315210100094199,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BOMBA PURIFICADOR DE PETROLEO DE EMBARCACION
7315210100094200,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAJA MULTIPLICADORA PARA BOMBA HIDRAULICA DE EMBARCACION
7315210100094202,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE LA PLANTA DE TRATAMIENTO DE AGUA
7315210100094204,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ELECTROBOMBA SUMERGIBLE
7315210100094205,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ELECTROBOMBA CENTRIFUGA
7315210100094208,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MOTOBOMBA
7315210100094252,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE FUMIGACION
7315210100094256,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TUBO DE PERFORACION
7315210100094258,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COMPRESORA DE AIRE DE ALTA PRESION
7315210100094259,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PLANTA DE OSMOSIS INVERSA
7315210100094260,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PURIFICADORES DE PETROLEO/ACEITE
7315210100094264,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ELECTROBOMBA
7315210100094266,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BOMBA DE SUCCION DE AGUA
7315210100094274,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE BOMBEO DE AGUA
7315210100094279,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MANDOS DE CONTROL ELECTRICO DE BOMBA
7315210100094284,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COMPRESORA DE AIRE
7315210100094288,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COMPRESORA INDUSTRIAL
7315210100094298,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MAQUINA OFFSET
7315210100094318,SERVICIO DE MANTENIMIENTO CORRECTIVO DE RODILLO VIBRADOR
7315210100094343,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA DE COSER
7315210100094350,SERVICIO DE MANTENIMIENTO PREVENTIVO DEL BANCO DE CONDENSADOR 70 KVAR
7315210100094355,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA DE SOLDAR
7315210100094361,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LIJADORA DE BANDA
7315210100094364,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TORNO
7315210100094385,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA PARA IMPRENTA
7315210100094387,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MAQUINA DE COSER INDUSTRIAL
7315210100094393,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SECADORA INDUSTRIAL PARA ROPA
7315210100094398,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LAVADORA DE ROPA INDUSTRIAL
7315210100094399,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CALANDRIA
7315210100094402,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PLANCHADORA INDUSTRIAL
7315210100094405,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SECADORA DE AIRE INDUSTRIAL
7315210100231464,SERVICIO DE MANTENIMIENTO PREVENTIVO PARA LA PLANTA DE OXIGENO
7315210100265807,SERVICIO MANTENIMIENTO PREVENTIVO DE PLANTA DE NITROGENO
7315210100308757,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA COMPAGINADORA
7315210100314332,SERVICIO DE MODIFICACION DE ESTRUCTURA DE MEZCLADOR DE PROPELENTE SOLIDO
7315210100326703,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CALANDRIA
7315210100331397,SERVICIO DE MANTENIMIENTO PREVENTIVO DEL SISTEMA DE PROCESAMIENTO DE BILLETES
7315210100336607,SERVICIO DE MANTENIMIENTO PREVENTIVO DE COMPRESORA DE AIRE
7315210100336608,SERVICIO DE MANTENIMIENTO PREVENTIVO DE COMPRESORA INDUSTRIAL
7315210100336611,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELECTROBOMBA CENTRIFUGA
7315210100336665,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SECADORA DE AIRE INDUSTRIAL
7315210100337675,SERVICIO DE MANTENIMIENTO CORRECTIVO PARA LA PLANTA DE OXIGENO
7315210100351326,SERVICIO DE LIMPIEZA DE COLUMNA DE DESTILACION
7315210100357827,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LIJADORA ELECTRICA
7315210100357858,SERVICIO DE MANTENIMIENTO PREVENTIVO DE UNIDAD DE DESTILACION
7315210100359515,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA DE LA PLANTA DE TRATAMIENTO DE AGUA
7315210100367770,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA CERRADORA
7315210100394728,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MAQUINA PLASTIFICADORA
7315210100394729,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MAQUINA GUILLOTINA HIDRAULICA
7315210100394731,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MAQUINA ENCOLADORA
7315210200094086,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CONSERVADORA DE ALIMENTOS
7315210200094105,SERVICIO DE MANTENIMIENTO CORRECTIVO DE REGULADOR DE AIRE COMPRIMIDO
7315210200094110,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SARTEN ELECTRICO
7315210200094111,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SARTEN VOLCABLE
7315210200094244,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO HPLC (DETECTOR DIODOS)
7315210200094547,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HORNO INDUSTRIAL
7315210300231927,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE CONTROL DE ASISTENCIA
7315210300318505,SERVICIO DE CALIBRACION DE ANALIZADOR DE FIBRA OPTICA - ANALIZADOR DE RED
7315210300335219,SERVICIO DE INSTALACION DE BOYA SEPARADORA DE TRAFICO MARITIMO
7315210300336883,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA MECANICO PARA ESCENARIO TEATRAL
7315210300336891,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ESTACION TOTAL
7315210300336892,SERVICIO DE MANTENIMIENTO CORRECTIVO DE NIVEL TOPOGRAFICO
7315210300393947,MANTENIMIENTO PREVENTIVO DE SISTEMA DE SENALIZACION Y BALIZAMIENTO DE BOYA
7315210400394081,Mantenimiento correctivo de la flejadora automática
7315210600094124,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MARMITA
7315210600094131,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MARMITA
7315210600094137,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COCINA A GAS
7315210600094139,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COCINA A PETROLEO
7315210600094140,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COCINA ELECTRICA
7315210600094141,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HORNO ELECTRICO
7315210600094230,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESTEREOSCOPIO CAMARA FOTOGRAFICA
7315210600094281,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CALENTADOR BAÑO MARIA
7315210600094282,SERVICIO DE MANTENIMIENTO CORRECTIVO DE DESHUMEDECEDOR
7315210600356628,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HORNO DE UNIDAD DE VACIO
7315210800094060,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INYECTOR DE AIRE (SF) (VF)
7315210800094066,SERVICIO DE MANTENIMIENTO PREVENTIVO DE REFRIGERADOR CONSERVADOR
7315210800094067,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMARA FRIGORIFICA
7315210800094072,SERVICIO DE MANTENIMIENTO PREVENTIVO DE REJILLAS (DUCTO DE INYECCION DE AIRE)
7315210800094075,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INYECTOR DE AIRE (SF) (VF)
7315210800094080,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMARA DE CONSERVACION DE ALIMENTOS
7315210800094082,SERVICIO DE MANTENIMIENTO PREVENTIVO DE REFRIGERADOR
7315210800094085,SERVICIO DE MANTENIMIENTO CORRECTIVO DE UNIDAD EVAPORADORA
7315210800094096,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA ENFRIADOR DE AGUA
7315210800094098,SERVICIO DE MANTENIMIENTO CORRECTIVO DE REFRIGERADORA
7315210800094099,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMARA DE FRIO
7315210800094103,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO AEROREFRIGERANTE
7315210800094104,SERVICIO DE MANTENIMIENTO PARA SISTEMAS DE AIRE COMPRIMIDO
7315210800094108,SERVICIO DE MANTENIMIENTO CORRECTIVO DE DISPENSADORES DE AGUA CALIENTE Y FRIA
7315210800094132,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PELADORA DE PAPAS
7315210800094136,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMPANA EXTRACTORA ELECTRICA
7315210800094146,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA DIVISORA - CORTADORA DE MASA
7315210800094158,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LICUADORA INDUSTRIAL
7315210800094175,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MOLINO DE CAFE ELECTRICO
7315210800094236,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TALADRO
7315210800094285,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPOS DE FUMIGACION
7315210800094290,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE LLAMADA DE PACIENTES
7315210800094291,SERVICIO DE MANTENIMIENTO CORRECTIVO DE APILADOR ELECTRICO
7315210800094296,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE ALARMA CONTRA INCENDIO
7315210800094299,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA CONTRA INCENDIO
7315210800094301,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA OFFSET
7315210800094304,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAJA REGISTRADORA
7315210800094323,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ARRANCADOR PARA CARGADOR FRONTAL
7315210800094325,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ALTERNADOR PARA CARGADOR FRONTAL
7315210800094346,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MEZCLADOR DE GRANOS
7315210800094391,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SECADORA
7315210800094392,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LAVADORA
7315210800094397,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LAVADORA
7315210800094742,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BAÑO ULTRASONIDO
7315210800094755,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MESA DE ENFRIAMIENTO
7315210800094761,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA SIERRA CIRCULAR
7315210800094762,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LUSTRADORA
7315210800094763,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ASPIRADORA
7315210800094772,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ASPIRADORA ELECTRICA INDUSTRIAL
7315210800094773,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BALON DE GAS
7315210800094775,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SAUNA ELECTRICA
7315210800230786,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TERMO ELECTRICO
7315210800230937,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMAS FOTOVOLTAICOS DE TELECENTROS
7315210800230946,SERVICIO DE MANTENIMIENTO CORRECTIVO DE VIDEOGRABADORA
7315210800231004,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA DE VIDEO CONFERENCIA
7315210800231041,SERVICIO DE MANTENIMIENTO CORRECTIVO DE RELOJ MARCADOR MECANICO
7315210800231061,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE ORDENADOR DE COLAS
7315210800231158,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELECTROBOMBA
7315210800231159,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESTUFA ELECTRICA
7315210800231164,SERVICIO DE MANTENIMIENTO PREVENTIVO DE POZO A TIERRA
7315210800231170,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMAS DE VIDEO
7315210800231171,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMAS DE VIDEO
7315210800231172,SERVICIO DE MANTENIMIENTO CORRECTIVO DE POZO A TIERRA
7315210800231176,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MOTOR GENERADOR
7315210800231185,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TRANSFORMADOR DE CORRIENTE
7315210800231186,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INTERRUPTOR DE POTENCIA DE CENTRAL HIDROELECTRICA
7315210800231240,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TRANSFORMADOR DE CORRIENTE
7315210800231996,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPOS DE LAVANDERIA
7315210800232131,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TECLE ELECTRICO
7315210800232141,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INSTALACIONES ELECTRICAS FERROVIARIAS
7315210800271501,SERVICIO DE RECARGA DE BATERIA PARA ACUMULADOR DE ENERGIA - EQUIPO DE UPS
7315210800288450,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPOS DE ILUMINACION
7315210800308715,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SCANNER PARA VEHICULOS
7315210800308716,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PISTOLA ESTROBOSCOPICA PARA VEHICULOS
7315210800308751,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EXTRACTOR DE AIRE
7315210800308760,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE ILUMINACION DE EMERGENCIA
7315210800308761,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TABLERO DE TRANSFERENCIA AUTOMATICA
7315210800308762,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CONTROLADOR DIGITAL DE SISTEMA DE ILUMINACION
7315210800313104,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CINTA DE CORRER MOTORIZADA - TROTADORA
7315210800313468,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PINTARRAYAS
7315210800318514,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMARA DE VIDEO
7315210800326694,SERVICIO DE DESINSTALACION DE GRUPO ELECTROGENO
7315210800327323,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TARJETAS ELECTRONICAS PARA PRUEBAS DE LABORATORIOS DE ELECTRONICA DIGITAL
7315210800327336,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MICROCAMARA DIGITAL FLEXIBLE PARA EXPLORACION
7315210800327987,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE ENSAYO PARA MEDIDORES DE ENERGIA ELECTRICA TRIFASICO
7315210800327988,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE ENSAYO PARA MEDIDORES DE ENERGIA ELECTRICA TRIFASICO
7315210800327989,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE ENSAYO PARA MEDIDORES DE ENERGIA ELECTRICA MONOFASICO
